device_name,flow,n_packets,stdev_n_bytes,min_n_bytes,max_n_bytes,sum_n_bytes,median_n_bytes,mean_timestamp,stdev_timestamp,sum_timestamp,median_timestamp,min_timestamp,max_timestamp,mean_iat,stdev_iat,min_iat,max_iat,sum_iat,median_iat,start_timestamp,end_timestamp,flow_duration
Gateway,101.79.148.198192.168.1.239,3,100.88056744928078,320.0,534.0,1174.0,320.0,1474945651.5338576,0.0009143268787078652,4424836954.601573,1474945651.533268,1474945651.533156,1474945651.535149,0.0009965896606445312,0.0007222181118111284,0.00011205673217773438,0.0018811225891113281,0.0029897689819335938,0.0009965896606445312,1474945651.533156,1474945651.535149,0.0019931793212890625
Gateway,101.79.148.198192.168.1.239,15,563.559008051114,6.0,1448.0,9290.0,693.0,1474945659.9405854,13.557653215848095,22124184899.10878,1474945651.73706,1474945651.623382,1474945682.676163,2.2180557761873514,7.495032856832197,8.416175842285156e-05,30.18798303604126,33.27083664281027,0.003620147705078125,1474945651.623382,1474945682.676163,31.052780866622925
Gateway,104.215.146.200192.168.1.239,6,481.20739349635477,75.0,1448.0,5050.0,693.0,1474902367.1964443,0.37053675381715756,8849414203.178665,1474902367.0047514,1474902366.891815,1474902367.845668,0.19077062606811523,0.15316725085814087,8.392333984375e-05,0.42226099967956543,1.1446237564086914,0.20811986923217773,1474902366.891815,1474902367.845668,0.9538531303405762
Gateway,104.98.34.193192.168.1.239,16,507.2567420387333,31.0,1448.0,5427.0,31.0,1474902554.1418986,286.01655543840064,23598440866.27038,1474902787.5263014,1474902197.777282,1474902840.863531,42.87241660753886,95.88782140276994,8.797645568847656e-05,300.2239480018616,685.9586657206218,1.2580184936523438,1474902197.777282,1474902840.863531,643.0862491130829
Gateway,104.98.34.193192.168.1.239,9,604.8449041074012,31.0,1448.0,4685.0,128.0,1474902288.112705,141.82458058891052,13274120593.014345,1474902187.852588,1474902187.743687,1474902489.054377,37.663836270570755,93.56667023975602,6.198883056640625e-05,300.2343580722809,338.9745264351368,0.2489478588104248,1474902187.743687,1474902489.054377,301.31069016456604
Gateway,107.170.224.8192.168.1.240,41,0.0,56.0,56.0,2296.0,56.0,1474904439.571639,3500.0078126073404,60471082022.4372,1474904282.977322,1474899636.166943,1474910561.339976,273.1293258249759,92.04028284503251,50.2267689704895,327.51855993270874,11198.302358824014,310.0193908214569,1474899636.166943,1474910561.339976,10925.173032999039
Gateway,107.170.224.8192.168.1.240,184,0.0,56.0,56.0,10304.0,56.0,1474940575.5630255,16644.44282070957,271389065903.59668,1474940624.862924,1474913347.439969,1474969305.007842,305.77905941530656,47.66444874412468,50.425950050354004,329.9990727901459,56263.3469324164,313.77506494522095,1474913347.439969,1474969305.007842,55957.5678730011
Gateway,107.170.224.8192.168.1.240,45,0.0,56.0,56.0,2520.0,56.0,1474977737.7774525,3905.2143274838813,66373998199.98536,1474977620.265865,1474972270.568888,1474984535.208796,278.7418160926212,89.38214554140589,50.419978857040405,328.2197070121765,12543.381724167954,313.63632583618164,1474972270.568888,1474984535.208796,12264.639908075333
Gateway,111.206.200.2192.168.1.239,3,45.085104709500975,41.0,144.0,312.0,127.0,1474945851.7938535,270.71612386634126,4424837555.38156,1474945660.520719,1474945660.216614,1474946234.644227,287.2138065099716,234.26079028244112,0.3041050434112549,574.123507976532,861.6414195299149,287.2138065099716,1474945660.216614,1474946234.644227,574.4276130199432
Gateway,111.206.200.2192.168.1.239,2,8.5,127.0,144.0,271.0,135.5,1474970122.650549,0.5416990518570077,2949940245.301098,1474970122.650549,1474970122.10885,1474970123.192248,1.0833981037139893,0.0,1.0833981037139893,1.0833981037139893,2.1667962074279785,1.0833981037139893,1474970122.10885,1474970123.192248,1.0833981037139893
