device_name,flow,n_packets,stdev_n_bytes,min_n_bytes,max_n_bytes,sum_n_bytes,median_n_bytes,mean_timestamp,stdev_timestamp,sum_timestamp,median_timestamp,min_timestamp,max_timestamp,mean_iat,stdev_iat,min_iat,max_iat,sum_iat,median_iat,start_timestamp,end_timestamp,flow_duration
Gateway,101.79.148.194192.168.1.239,9,225.74606076434043,320.0,854.0,6298.0,854.0,1475992201.3586433,1.2017753989862958,13283929812.227789,1475992200.738192,1475992200.559228,1475992204.337626,0.4722997546195984,0.5895013286686599,7.104873657226562e-05,1.9197099208831787,4.2506977915763855,0.23996686935424805,1475992200.559228,1475992204.337626,3.778398036956787
Gateway,101.79.148.194192.168.1.239,21,529.2227818551154,6.0,1448.0,16070.0,694.0,1475992212.3363848,12.454286816486732,30995836459.06408,1475992206.089279,1475992205.652501,1475992239.874983,1.711124098300934,5.617778728648325,7.200241088867188e-05,26.64566707611084,35.93360606431961,0.10473895072937012,1475992205.652501,1475992239.874983,34.22248196601868
Gateway,103.18.128.60192.168.1.118,19,0.0,56.0,56.0,1064.0,56.0,1475969088.6075547,25459.36976563586,28043412683.543537,1475968235.980812,1475938536.273596,1476012335.560541,4099.960385825899,3963.217014679874,299.9976930618286,15299.868749141693,77899.24733069207,3299.966221809387,1475938536.273596,1476012335.560541,73799.28694486618
Gateway,103.226.213.30192.168.1.118,2,0.0,56.0,56.0,112.0,56.0,1475994935.7202559,15599.854406952858,2951989871.4405117,1475994935.7202559,1475979335.865849,1476010535.574663,31199.708813905716,0.0,31199.708813905716,31199.708813905716,62399.41762781143,31199.708813905716,1475979335.865849,1476010535.574663,31199.708813905716
Gateway,103.38.120.36192.168.1.118,7,0.0,56.0,56.0,392.0,56.0,1475980021.4139805,17372.222576238666,10331860149.897863,1475982335.559045,1475959236.186165,1476007535.318619,8049.855408986409,4505.545183872998,299.5967628955841,15599.845437049866,56348.98786290486,7200.337476968765,1475959236.186165,1476007535.318619,48299.13245391846
Gateway,103.38.121.36192.168.1.118,5,0.0,56.0,56.0,280.0,56.0,1475990795.4847398,24893.902428142308,7379953977.423698,1476000335.390301,1475942135.957037,1476012935.272246,17699.828802227974,19893.22468006098,599.9925451278687,55499.46423101425,88499.14401113987,11999.889399766922,1475942135.957037,1476012935.272246,70799.3152089119
Gateway,103.38.121.36192.168.1.120,2,0.0,56.0,56.0,112.0,56.0,1475974231.3467116,21614.760436415672,2951948462.6934233,1475974231.3467116,1475952616.586275,1475995846.107148,43229.520872831345,0.0,43229.520872831345,43229.520872831345,86459.04174566269,43229.520872831345,1475952616.586275,1475995846.107148,43229.520872831345
Gateway,104.155.144.4192.168.1.118,2,0.0,56.0,56.0,112.0,56.0,1475978135.771961,31499.69745707512,2951956271.543922,1475978135.771961,1475946636.074504,1476009635.469418,62999.39491415024,0.0,62999.39491415024,62999.39491415024,125998.78982830048,62999.39491415024,1475946636.074504,1476009635.469418,62999.39491415024
Gateway,104.156.99.226192.168.1.118,3,0.0,56.0,56.0,168.0,56.0,1475977635.7482064,24117.396062237818,4427932907.244619,1475966435.85617,1475955335.962989,1476011135.42546,27899.73123550415,13717.010331766925,11099.893180847168,44699.56929016113,83699.19370651245,27899.73123550415,1475955335.962989,1476011135.42546,55799.4624710083
Gateway,104.40.76.196192.168.1.239,14,425.06734160360895,107.0,1448.0,17240.0,1448.0,1475936366.649894,0.19829617015080053,20663109133.098515,1475936366.6916628,1475936366.319361,1475936366.869858,0.04234592731182391,0.07435995099522384,7.104873657226562e-05,0.1917259693145752,0.5928429823655348,0.00012314319610595703,1475936366.319361,1475936366.869858,0.5504970550537109
Gateway,104.40.76.196192.168.1.239,14,422.02596883052934,107.0,1448.0,17272.0,1448.0,1475947760.082727,0.2984950135925553,20663268641.158176,1475947760.1913846,1475947759.535145,1475947760.344627,0.06226783532362718,0.13125261789650605,4.601478576660156e-05,0.4910569190979004,0.8717496945307806,0.00011050701141357422,1475947759.535145,1475947760.344627,0.8094818592071533
Gateway,104.40.76.196192.168.1.239,14,425.06734160360895,107.0,1448.0,17240.0,1448.0,1475955449.4562163,0.2199176129708951,20663376292.387028,1475955449.508311,1475955449.082595,1475955449.692685,0.046929982992318965,0.08308813474886835,6.198883056640625e-05,0.23606395721435547,0.6570197618924655,0.00012254714965820312,1475955449.082595,1475955449.692685,0.6100897789001465
Gateway,104.40.76.196192.168.1.239,15,499.5183902742943,107.0,1448.0,17315.0,1448.0,1475959765.8704448,0.4950056015219384,22139396488.05667,1475959766.050517,1475959765.076051,1475959766.352916,0.09120464324951172,0.11193927970353283,8.392333984375e-05,0.3590559959411621,1.3680696487426758,0.00012612342834472656,1475959765.076051,1475959766.352916,1.276865005493164
Gateway,104.40.76.196192.168.1.239,14,419.12459790786386,107.0,1448.0,17304.0,1448.0,1475960965.916144,0.2004489738277582,20663453522.826015,1475960965.9563599,1475960965.583349,1475960966.140521,0.04285938923175519,0.0752475724442933,7.82012939453125e-05,0.19236516952514648,0.6000314492445726,0.00012600421905517578,1475960965.583349,1475960966.140521,0.5571720600128174
Gateway,104.40.76.196192.168.1.239,14,426.6395984185898,107.0,1448.0,17224.0,1448.0,1475962766.8194923,0.21571269974108526,20663478735.472893,1475962766.8710246,1475962766.452804,1475962767.05099,0.04601430892944336,0.08145963380855972,8.392333984375e-05,0.23138189315795898,0.644200325012207,0.00012350082397460938,1475962766.452804,1475962767.05099,0.5981860160827637
Gateway,104.40.76.196192.168.1.239,15,498.3941947227448,107.0,1448.0,17331.0,1448.0,1475969967.5738592,0.3966249085407905,22139549513.607887,1475969967.675502,1475969966.92875,1475969967.978791,0.07500292573656354,0.0999724596421516,8.20159912109375e-05,0.356295108795166,1.125043886048453,0.00013709068298339844,1475969966.92875,1475969967.978791,1.0500409603118896
Gateway,104.40.76.196192.168.1.239,15,496.23446967022437,107.0,1448.0,17363.0,1448.0,1475971765.820485,0.4470874909399311,22139576487.307278,1475971765.927939,1475971765.095309,1475971766.282414,0.08479321002960205,0.11358733198892225,6.699562072753906e-05,0.4001321792602539,1.2718981504440308,0.0001800060272216797,1475971765.095309,1475971766.282414,1.1871049404144287
Gateway,104.40.76.196192.168.1.239,14,425.06734160360895,107.0,1448.0,17240.0,1448.0,1475975365.4627454,0.3057499115484884,20663655116.478436,1475975365.565493,1475975364.908283,1475975365.744412,0.06431761154761681,0.13001532229193957,4.506111145019531e-05,0.4749159812927246,0.9004465616666354,0.0001100301742553711,1475975364.908283,1475975365.744412,0.8361289501190186
Gateway,104.40.76.196192.168.1.239,14,428.24573338594433,107.0,1448.0,17208.0,1448.0,1475975966.8451881,0.17461647695834404,20663663535.832634,1475975966.882118,1475975966.553843,1475975967.038667,0.03729414939880371,0.06548436118843354,6.794929504394531e-05,0.16989517211914062,0.522118091583252,0.00012242794036865234,1475975966.553843,1475975967.038667,0.48482394218444824
